x_term,y_term,correlation,p_value,significance
#1:zeitschriftenartikel:learning:management:system,#b:zeitschriftenartikel:online:learning,-0.06710026853309053,4.078931814951485e-05,Signifikant
#1:zeitschriftenartikel:learning:management:system,#b:buch:online:learning,-0.0033724755977664832,0.8368033770425518,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#b:buchteil:online:learning,-0.027639879558524025,0.09131411084903408,Nicht signifikant
#1:zeitschriftenartikel:learning:management:system,#b:konferenz-paper:online:learning,-0.011699853438797505,0.4748401784751941,Nicht signifikant
#1:buch:learning:management:system,#0:zeitschriftenartikel:digital:learning,-0.007329087421718774,0.6544053137853656,Nicht signifikant
#1:buch:learning:management:system,#0:buch:digital:learning,-0.0017414380798675595,0.9152940932882347,Nicht signifikant
#1:buch:learning:management:system,#0:buchteil:digital:learning,-0.004183013114260436,0.7983443283264264,Nicht signifikant
#1:buch:learning:management:system,#0:konferenz-paper:digital:learning,-0.0010729617208027086,0.947748692185828,Nicht signifikant
#1:buch:learning:management:system,#1:zeitschriftenartikel:learning:management:system,-0.004770039844812133,0.7707872526627362,Nicht signifikant
#1:buch:learning:management:system,#1:buchteil:learning:management:system,-0.0024095875753122327,0.8829958118907801,Nicht signifikant
#1:buch:learning:management:system,#1:konferenz-paper:learning:management:system,-0.0011382005519523257,0.9445766444453995,Nicht signifikant
#1:buch:learning:management:system,#2:zeitschriftenartikel:online:lernplattform,-0.0008479093486900148,0.958697248049222,Nicht signifikant
